sample_id,image_id,part_category,text_category,label,prediction
v4_vacuum_brake_booster_test_0007_3958ce8c33d2c6b7_mismatch_02,v4_vacuum_brake_booster_test_0007_3958ce8c33d2c6b7,vacuum_brake_booster,spoiler,MISMATCH,MATCH
v4_vacuum_brake_booster_test_0013_43e548960fa1a1e3_mismatch_02,v4_vacuum_brake_booster_test_0013_43e548960fa1a1e3,vacuum_brake_booster,spoiler,MISMATCH,PARTIAL_MATCH
v4_vacuum_brake_booster_test_0026_5b9b51ddac85809a_mismatch_02,v4_vacuum_brake_booster_test_0026_5b9b51ddac85809a,vacuum_brake_booster,spoiler,MISMATCH,MATCH
v4_vacuum_brake_booster_test_0006_007301facd05fe54_mismatch_03,v4_vacuum_brake_booster_test_0006_007301facd05fe54,vacuum_brake_booster,window_regulator,MISMATCH,MATCH
v4_vacuum_brake_booster_test_0009_20f2d96659a240f4_mismatch_03,v4_vacuum_brake_booster_test_0009_20f2d96659a240f4,vacuum_brake_booster,window_regulator,MISMATCH,MATCH
v4_vacuum_brake_booster_test_0015_3832b42116625da3_mismatch_03,v4_vacuum_brake_booster_test_0015_3832b42116625da3,vacuum_brake_booster,window_regulator,MISMATCH,MATCH
v4_transmission_test_0014_1c0511b1aabb0b96_mismatch_01,v4_transmission_test_0014_1c0511b1aabb0b96,transmission,oil_pressure_sensor,MISMATCH,PARTIAL_MATCH
v4_transmission_test_0009_25bf35275d107bd1_mismatch_01,v4_transmission_test_0009_25bf35275d107bd1,transmission,oil_pressure_sensor,MISMATCH,PARTIAL_MATCH
v4_transmission_test_0022_5f498ab35995eb92_mismatch_01,v4_transmission_test_0022_5f498ab35995eb92,transmission,oil_pressure_sensor,MISMATCH,PARTIAL_MATCH
v4_transmission_test_0016_7a3c5e757f39ca23_mismatch_01,v4_transmission_test_0016_7a3c5e757f39ca23,transmission,oil_pressure_sensor,MISMATCH,PARTIAL_MATCH
v4_transmission_test_0006_f1054663a7f7dfda_mismatch_01,v4_transmission_test_0006_f1054663a7f7dfda,transmission,oil_pressure_sensor,MISMATCH,PARTIAL_MATCH
v4_transmission_test_0014_1c0511b1aabb0b96_mismatch_02,v4_transmission_test_0014_1c0511b1aabb0b96,transmission,oil_pressure_sensor,MISMATCH,PARTIAL_MATCH
v4_transmission_test_0009_25bf35275d107bd1_mismatch_02,v4_transmission_test_0009_25bf35275d107bd1,transmission,oil_pressure_sensor,MISMATCH,PARTIAL_MATCH
v4_transmission_test_0022_5f498ab35995eb92_mismatch_02,v4_transmission_test_0022_5f498ab35995eb92,transmission,oil_pressure_sensor,MISMATCH,PARTIAL_MATCH
v4_transmission_test_0016_7a3c5e757f39ca23_mismatch_02,v4_transmission_test_0016_7a3c5e757f39ca23,transmission,oil_pressure_sensor,MISMATCH,PARTIAL_MATCH
v4_transmission_test_0006_f1054663a7f7dfda_mismatch_02,v4_transmission_test_0006_f1054663a7f7dfda,transmission,oil_pressure_sensor,MISMATCH,PARTIAL_MATCH
v4_transmission_test_0001_07c6b0972f26f17f_mismatch_03,v4_transmission_test_0001_07c6b0972f26f17f,transmission,instrument_cluster,MISMATCH,MATCH
v4_transmission_test_0004_0bcf761ea6bc7cca_mismatch_03,v4_transmission_test_0004_0bcf761ea6bc7cca,transmission,instrument_cluster,MISMATCH,MATCH
v4_transmission_test_0023_11ea3e3782f5e808_mismatch_03,v4_transmission_test_0023_11ea3e3782f5e808,transmission,instrument_cluster,MISMATCH,MATCH
v4_transmission_test_0014_1c0511b1aabb0b96_mismatch_03,v4_transmission_test_0014_1c0511b1aabb0b96,transmission,instrument_cluster,MISMATCH,MATCH
v4_transmission_test_0003_1c5f314237e60a3b_mismatch_03,v4_transmission_test_0003_1c5f314237e60a3b,transmission,instrument_cluster,MISMATCH,MATCH
v4_transmission_test_0019_2300aafccf6a3d05_mismatch_03,v4_transmission_test_0019_2300aafccf6a3d05,transmission,instrument_cluster,MISMATCH,MATCH
v4_transmission_test_0008_339afd400c579469_mismatch_03,v4_transmission_test_0008_339afd400c579469,transmission,instrument_cluster,MISMATCH,MATCH
v4_gas_cap_test_0012_102a40a2dd52ee22_mismatch_01,v4_gas_cap_test_0012_102a40a2dd52ee22,gas_cap,instrument_cluster,MISMATCH,PARTIAL_MATCH
v4_gas_cap_test_0020_151c806f5babb078_mismatch_01,v4_gas_cap_test_0020_151c806f5babb078,gas_cap,instrument_cluster,MISMATCH,PARTIAL_MATCH
v4_gas_cap_test_0013_36c13de0a3f3e94c_mismatch_01,v4_gas_cap_test_0013_36c13de0a3f3e94c,gas_cap,instrument_cluster,MISMATCH,PARTIAL_MATCH
v4_gas_cap_test_0014_774c69ab2f5f11bb_mismatch_01,v4_gas_cap_test_0014_774c69ab2f5f11bb,gas_cap,instrument_cluster,MISMATCH,PARTIAL_MATCH
v4_gas_cap_test_0001_78136098cebdbb4b_mismatch_01,v4_gas_cap_test_0001_78136098cebdbb4b,gas_cap,instrument_cluster,MISMATCH,PARTIAL_MATCH
v4_gas_cap_test_0002_8560c1056931516b_mismatch_01,v4_gas_cap_test_0002_8560c1056931516b,gas_cap,instrument_cluster,MISMATCH,PARTIAL_MATCH
v4_gas_cap_test_0028_9778bfdb018a0655_mismatch_01,v4_gas_cap_test_0028_9778bfdb018a0655,gas_cap,instrument_cluster,MISMATCH,PARTIAL_MATCH
v4_gas_cap_test_0005_9deac92c452e04c7_mismatch_01,v4_gas_cap_test_0005_9deac92c452e04c7,gas_cap,instrument_cluster,MISMATCH,PARTIAL_MATCH
v4_gas_cap_test_0010_a9706e4873ed732e_mismatch_01,v4_gas_cap_test_0010_a9706e4873ed732e,gas_cap,instrument_cluster,MISMATCH,PARTIAL_MATCH
v4_gas_cap_test_0008_b238346763a78cda_mismatch_01,v4_gas_cap_test_0008_b238346763a78cda,gas_cap,instrument_cluster,MISMATCH,PARTIAL_MATCH
v4_gas_cap_test_0011_b316d97b5fdc74f4_mismatch_01,v4_gas_cap_test_0011_b316d97b5fdc74f4,gas_cap,instrument_cluster,MISMATCH,MATCH
v4_gas_cap_test_0023_e2bf1f8fe6c2efdc_mismatch_01,v4_gas_cap_test_0023_e2bf1f8fe6c2efdc,gas_cap,instrument_cluster,MISMATCH,PARTIAL_MATCH
v4_gas_cap_test_0019_f43aeebd4a3e1490_mismatch_01,v4_gas_cap_test_0019_f43aeebd4a3e1490,gas_cap,instrument_cluster,MISMATCH,PARTIAL_MATCH
v4_gas_cap_test_0003_f7111701f7da6044_mismatch_01,v4_gas_cap_test_0003_f7111701f7da6044,gas_cap,instrument_cluster,MISMATCH,MATCH
v4_gas_cap_test_0012_102a40a2dd52ee22_mismatch_02,v4_gas_cap_test_0012_102a40a2dd52ee22,gas_cap,instrument_cluster,MISMATCH,PARTIAL_MATCH
v4_gas_cap_test_0020_151c806f5babb078_mismatch_02,v4_gas_cap_test_0020_151c806f5babb078,gas_cap,instrument_cluster,MISMATCH,PARTIAL_MATCH
v4_gas_cap_test_0013_36c13de0a3f3e94c_mismatch_02,v4_gas_cap_test_0013_36c13de0a3f3e94c,gas_cap,instrument_cluster,MISMATCH,PARTIAL_MATCH
v4_gas_cap_test_0014_774c69ab2f5f11bb_mismatch_02,v4_gas_cap_test_0014_774c69ab2f5f11bb,gas_cap,instrument_cluster,MISMATCH,PARTIAL_MATCH
v4_gas_cap_test_0001_78136098cebdbb4b_mismatch_02,v4_gas_cap_test_0001_78136098cebdbb4b,gas_cap,instrument_cluster,MISMATCH,PARTIAL_MATCH
v4_gas_cap_test_0002_8560c1056931516b_mismatch_02,v4_gas_cap_test_0002_8560c1056931516b,gas_cap,instrument_cluster,MISMATCH,PARTIAL_MATCH
v4_gas_cap_test_0028_9778bfdb018a0655_mismatch_02,v4_gas_cap_test_0028_9778bfdb018a0655,gas_cap,instrument_cluster,MISMATCH,PARTIAL_MATCH
v4_gas_cap_test_0005_9deac92c452e04c7_mismatch_02,v4_gas_cap_test_0005_9deac92c452e04c7,gas_cap,instrument_cluster,MISMATCH,PARTIAL_MATCH
v4_gas_cap_test_0010_a9706e4873ed732e_mismatch_02,v4_gas_cap_test_0010_a9706e4873ed732e,gas_cap,instrument_cluster,MISMATCH,PARTIAL_MATCH
v4_gas_cap_test_0008_b238346763a78cda_mismatch_02,v4_gas_cap_test_0008_b238346763a78cda,gas_cap,instrument_cluster,MISMATCH,PARTIAL_MATCH
v4_gas_cap_test_0011_b316d97b5fdc74f4_mismatch_02,v4_gas_cap_test_0011_b316d97b5fdc74f4,gas_cap,instrument_cluster,MISMATCH,MATCH
v4_gas_cap_test_0019_f43aeebd4a3e1490_mismatch_02,v4_gas_cap_test_0019_f43aeebd4a3e1490,gas_cap,radio,MISMATCH,PARTIAL_MATCH
v4_gas_cap_test_0003_f7111701f7da6044_mismatch_02,v4_gas_cap_test_0003_f7111701f7da6044,gas_cap,radio,MISMATCH,PARTIAL_MATCH
v4_side_mirror_test_0006_5a269ab0e63b645f_mismatch_01,v4_side_mirror_test_0006_5a269ab0e63b645f,side_mirror,radio,MISMATCH,MATCH
v4_side_mirror_test_0002_b76002f438f8ebcc_mismatch_01,v4_side_mirror_test_0002_b76002f438f8ebcc,side_mirror,radio,MISMATCH,MATCH
v4_side_mirror_test_0006_5a269ab0e63b645f_mismatch_02,v4_side_mirror_test_0006_5a269ab0e63b645f,side_mirror,radio,MISMATCH,MATCH
v4_side_mirror_test_0002_b76002f438f8ebcc_mismatch_02,v4_side_mirror_test_0002_b76002f438f8ebcc,side_mirror,radio,MISMATCH,MATCH
v4_side_mirror_test_0012_c4206953cdd237e6_mismatch_02,v4_side_mirror_test_0012_c4206953cdd237e6,side_mirror,shift_knob,MISMATCH,MATCH
v4_spoiler_test_0027_7406f6f90bfbdc98_mismatch_01,v4_spoiler_test_0027_7406f6f90bfbdc98,spoiler,shift_knob,MISMATCH,MATCH
v4_spoiler_test_0029_7a1b007e2071e851_mismatch_01,v4_spoiler_test_0029_7a1b007e2071e851,spoiler,shift_knob,MISMATCH,MATCH
v4_spoiler_test_0026_d87ccb682ecf0414_mismatch_01,v4_spoiler_test_0026_d87ccb682ecf0414,spoiler,shift_knob,MISMATCH,MATCH
v4_spoiler_test_0027_7406f6f90bfbdc98_mismatch_02,v4_spoiler_test_0027_7406f6f90bfbdc98,spoiler,shift_knob,MISMATCH,MATCH
v4_spoiler_test_0029_7a1b007e2071e851_mismatch_02,v4_spoiler_test_0029_7a1b007e2071e851,spoiler,shift_knob,MISMATCH,MATCH
v4_spoiler_test_0006_a206c0a26686794d_mismatch_02,v4_spoiler_test_0006_a206c0a26686794d,spoiler,shift_knob,MISMATCH,MATCH
v4_spoiler_test_0026_d87ccb682ecf0414_mismatch_02,v4_spoiler_test_0026_d87ccb682ecf0414,spoiler,shift_knob,MISMATCH,MATCH
v4_spoiler_test_0005_f923e82d4e1a2440_mismatch_02,v4_spoiler_test_0005_f923e82d4e1a2440,spoiler,muffler,MISMATCH,MATCH
v4_spoiler_test_0003_fdaef9dee2220718_mismatch_02,v4_spoiler_test_0003_fdaef9dee2220718,spoiler,muffler,MISMATCH,MATCH
v4_window_regulator_test_0025_1190a71b58055030_mismatch_01,v4_window_regulator_test_0025_1190a71b58055030,window_regulator,muffler,MISMATCH,MATCH
v4_window_regulator_test_0024_7f4068eb0f0829a1_mismatch_01,v4_window_regulator_test_0024_7f4068eb0f0829a1,window_regulator,muffler,MISMATCH,MATCH
v4_window_regulator_test_0025_1190a71b58055030_mismatch_02,v4_window_regulator_test_0025_1190a71b58055030,window_regulator,muffler,MISMATCH,MATCH
v4_window_regulator_test_0024_7f4068eb0f0829a1_mismatch_02,v4_window_regulator_test_0024_7f4068eb0f0829a1,window_regulator,muffler,MISMATCH,MATCH
v4_window_regulator_test_0019_033ef6d500a0ad11_mismatch_03,v4_window_regulator_test_0019_033ef6d500a0ad11,window_regulator,oxygen_sensor,MISMATCH,PARTIAL_MATCH
v4_window_regulator_test_0017_06f914703900d196_mismatch_03,v4_window_regulator_test_0017_06f914703900d196,window_regulator,oxygen_sensor,MISMATCH,PARTIAL_MATCH
v4_oil_filter_test_0012_de18d868a0aee745_mismatch_01,v4_oil_filter_test_0012_de18d868a0aee745,oil_filter,oxygen_sensor,MISMATCH,PARTIAL_MATCH
v4_oil_filter_test_0012_de18d868a0aee745_mismatch_02,v4_oil_filter_test_0012_de18d868a0aee745,oil_filter,oxygen_sensor,MISMATCH,PARTIAL_MATCH
v4_oil_filter_test_0013_104ba562c68f613d_mismatch_03,v4_oil_filter_test_0013_104ba562c68f613d,oil_filter,headlight,MISMATCH,MATCH
v4_oil_filter_test_0005_2a376e956ae64cd3_mismatch_03,v4_oil_filter_test_0005_2a376e956ae64cd3,oil_filter,headlight,MISMATCH,MATCH
v4_oil_filter_test_0009_360bfdbbc7799c49_mismatch_03,v4_oil_filter_test_0009_360bfdbbc7799c49,oil_filter,headlight,MISMATCH,MATCH
v4_oil_pan_test_0030_16e4f94a946f9662_mismatch_01,v4_oil_pan_test_0030_16e4f94a946f9662,oil_pan,headlight,MISMATCH,MATCH
v4_oil_pan_test_0030_16e4f94a946f9662_mismatch_02,v4_oil_pan_test_0030_16e4f94a946f9662,oil_pan,headlight,MISMATCH,MATCH
v4_oil_pressure_sensor_test_0015_85b5233f9c9a1cc1_mismatch_02,v4_oil_pressure_sensor_test_0015_85b5233f9c9a1cc1,oil_pressure_sensor,air_compressor,MISMATCH,PARTIAL_MATCH
v4_oil_pressure_sensor_test_0030_bd42ee3450d997ec_mismatch_02,v4_oil_pressure_sensor_test_0030_bd42ee3450d997ec,oil_pressure_sensor,air_compressor,MISMATCH,PARTIAL_MATCH
v4_oil_pressure_sensor_test_0022_dc1d52d5757bee2f_mismatch_02,v4_oil_pressure_sensor_test_0022_dc1d52d5757bee2f,oil_pressure_sensor,air_compressor,MISMATCH,PARTIAL_MATCH
v4_oil_pressure_sensor_test_0017_dc9d84b06986f63e_mismatch_02,v4_oil_pressure_sensor_test_0017_dc9d84b06986f63e,oil_pressure_sensor,air_compressor,MISMATCH,PARTIAL_MATCH
v4_radio_test_0012_509d051f266093ea_mismatch_01,v4_radio_test_0012_509d051f266093ea,radio,overflow_tank,MISMATCH,MATCH
v4_radio_test_0012_509d051f266093ea_mismatch_02,v4_radio_test_0012_509d051f266093ea,radio,overflow_tank,MISMATCH,MATCH
v4_radio_test_0013_8a465da2cd78da9a_mismatch_02,v4_radio_test_0013_8a465da2cd78da9a,radio,radiator,MISMATCH,MATCH
v4_shift_knob_test_0025_f46b72f5f8b40d4b_mismatch_01,v4_shift_knob_test_0025_f46b72f5f8b40d4b,shift_knob,radiator,MISMATCH,PARTIAL_MATCH
v4_shift_knob_test_0025_f46b72f5f8b40d4b_mismatch_02,v4_shift_knob_test_0025_f46b72f5f8b40d4b,shift_knob,radiator_fan,MISMATCH,PARTIAL_MATCH
v4_muffler_test_0002_09acce48324ef3e2_mismatch_01,v4_muffler_test_0002_09acce48324ef3e2,muffler,radiator_fan,MISMATCH,MATCH
v4_muffler_test_0002_09acce48324ef3e2_mismatch_02,v4_muffler_test_0002_09acce48324ef3e2,muffler,radiator_fan,MISMATCH,MATCH
v4_muffler_test_0013_e6708ab892f85cb9_mismatch_02,v4_muffler_test_0013_e6708ab892f85cb9,muffler,radiator_hose,MISMATCH,MATCH
v4_oxygen_sensor_test_0027_df9cb5ae34907a2d_mismatch_01,v4_oxygen_sensor_test_0027_df9cb5ae34907a2d,oxygen_sensor,radiator_hose,MISMATCH,MATCH
v4_oxygen_sensor_test_0022_2d9775ab2b8d35a4_mismatch_02,v4_oxygen_sensor_test_0022_2d9775ab2b8d35a4,oxygen_sensor,radiator_hose,MISMATCH,PARTIAL_MATCH
v4_oxygen_sensor_test_0027_df9cb5ae34907a2d_mismatch_02,v4_oxygen_sensor_test_0027_df9cb5ae34907a2d,oxygen_sensor,thermostat,MISMATCH,PARTIAL_MATCH
