sample_id,image_id,image_path,part_category,part_family,text_category,text_family,description,text_mode,label,source
external_v1_spark_plug_04_52d98448c3b2__natural__partial_match,external_v1_spark_plug_04_52d98448c3b2,external_audit/images/spark_plug/external_v1_1_spark_plug_04.jpg,spark_plug,ignition_and_fuel,ignition_coil,ignition_and_fuel,I need an ignition coil pack.,natural,PARTIAL_MATCH,external_audit_v1
external_v1_spark_plug_05_8dc1713e9b07__clean__match,external_v1_spark_plug_05_8dc1713e9b07,external_audit/images/spark_plug/external_v1_1_spark_plug_05.jpg,spark_plug,ignition_and_fuel,spark_plug,ignition_and_fuel,This automotive part is a spark plug.,clean,MATCH,external_audit_v1
external_v1_spark_plug_05_8dc1713e9b07__clean__mismatch,external_v1_spark_plug_05_8dc1713e9b07,external_audit/images/spark_plug/external_v1_1_spark_plug_05.jpg,spark_plug,ignition_and_fuel,alternator,electrical_starting_charging,This automotive part is an alternator.,clean,MISMATCH,external_audit_v1
external_v1_spark_plug_05_8dc1713e9b07__clean__partial_match,external_v1_spark_plug_05_8dc1713e9b07,external_audit/images/spark_plug/external_v1_1_spark_plug_05.jpg,spark_plug,ignition_and_fuel,ignition_coil,ignition_and_fuel,This automotive part is an ignition coil.,clean,PARTIAL_MATCH,external_audit_v1
external_v1_spark_plug_05_8dc1713e9b07__natural__match,external_v1_spark_plug_05_8dc1713e9b07,external_audit/images/spark_plug/external_v1_1_spark_plug_05.jpg,spark_plug,ignition_and_fuel,spark_plug,ignition_and_fuel,I need spark plugs for the engine.,natural,MATCH,external_audit_v1
external_v1_spark_plug_05_8dc1713e9b07__natural__mismatch,external_v1_spark_plug_05_8dc1713e9b07,external_audit/images/spark_plug/external_v1_1_spark_plug_05.jpg,spark_plug,ignition_and_fuel,alternator,electrical_starting_charging,I need an alternator for the charging system.,natural,MISMATCH,external_audit_v1
external_v1_spark_plug_05_8dc1713e9b07__natural__partial_match,external_v1_spark_plug_05_8dc1713e9b07,external_audit/images/spark_plug/external_v1_1_spark_plug_05.jpg,spark_plug,ignition_and_fuel,ignition_coil,ignition_and_fuel,I need an ignition coil pack.,natural,PARTIAL_MATCH,external_audit_v1
external_v1_spark_plug_06_ddd09e50252d__clean__match,external_v1_spark_plug_06_ddd09e50252d,external_audit/images/spark_plug/external_v1_1_spark_plug_06.jpg,spark_plug,ignition_and_fuel,spark_plug,ignition_and_fuel,This automotive part is a spark plug.,clean,MATCH,external_audit_v1
external_v1_spark_plug_06_ddd09e50252d__clean__mismatch,external_v1_spark_plug_06_ddd09e50252d,external_audit/images/spark_plug/external_v1_1_spark_plug_06.jpg,spark_plug,ignition_and_fuel,alternator,electrical_starting_charging,This automotive part is an alternator.,clean,MISMATCH,external_audit_v1
external_v1_spark_plug_06_ddd09e50252d__clean__partial_match,external_v1_spark_plug_06_ddd09e50252d,external_audit/images/spark_plug/external_v1_1_spark_plug_06.jpg,spark_plug,ignition_and_fuel,ignition_coil,ignition_and_fuel,This automotive part is an ignition coil.,clean,PARTIAL_MATCH,external_audit_v1
external_v1_spark_plug_06_ddd09e50252d__natural__match,external_v1_spark_plug_06_ddd09e50252d,external_audit/images/spark_plug/external_v1_1_spark_plug_06.jpg,spark_plug,ignition_and_fuel,spark_plug,ignition_and_fuel,I need spark plugs for the engine.,natural,MATCH,external_audit_v1
external_v1_spark_plug_06_ddd09e50252d__natural__mismatch,external_v1_spark_plug_06_ddd09e50252d,external_audit/images/spark_plug/external_v1_1_spark_plug_06.jpg,spark_plug,ignition_and_fuel,alternator,electrical_starting_charging,I need an alternator for the charging system.,natural,MISMATCH,external_audit_v1
external_v1_spark_plug_06_ddd09e50252d__natural__partial_match,external_v1_spark_plug_06_ddd09e50252d,external_audit/images/spark_plug/external_v1_1_spark_plug_06.jpg,spark_plug,ignition_and_fuel,ignition_coil,ignition_and_fuel,I need an ignition coil pack.,natural,PARTIAL_MATCH,external_audit_v1
external_v1_spark_plug_07_0a5a3ad8aa41__clean__match,external_v1_spark_plug_07_0a5a3ad8aa41,external_audit/images/spark_plug/external_v1_1_spark_plug_07.jpg,spark_plug,ignition_and_fuel,spark_plug,ignition_and_fuel,This automotive part is a spark plug.,clean,MATCH,external_audit_v1
external_v1_spark_plug_07_0a5a3ad8aa41__clean__mismatch,external_v1_spark_plug_07_0a5a3ad8aa41,external_audit/images/spark_plug/external_v1_1_spark_plug_07.jpg,spark_plug,ignition_and_fuel,alternator,electrical_starting_charging,This automotive part is an alternator.,clean,MISMATCH,external_audit_v1
external_v1_spark_plug_07_0a5a3ad8aa41__clean__partial_match,external_v1_spark_plug_07_0a5a3ad8aa41,external_audit/images/spark_plug/external_v1_1_spark_plug_07.jpg,spark_plug,ignition_and_fuel,ignition_coil,ignition_and_fuel,This automotive part is an ignition coil.,clean,PARTIAL_MATCH,external_audit_v1
external_v1_spark_plug_07_0a5a3ad8aa41__natural__match,external_v1_spark_plug_07_0a5a3ad8aa41,external_audit/images/spark_plug/external_v1_1_spark_plug_07.jpg,spark_plug,ignition_and_fuel,spark_plug,ignition_and_fuel,I need spark plugs for the engine.,natural,MATCH,external_audit_v1
external_v1_spark_plug_07_0a5a3ad8aa41__natural__mismatch,external_v1_spark_plug_07_0a5a3ad8aa41,external_audit/images/spark_plug/external_v1_1_spark_plug_07.jpg,spark_plug,ignition_and_fuel,alternator,electrical_starting_charging,I need an alternator for the charging system.,natural,MISMATCH,external_audit_v1
external_v1_spark_plug_07_0a5a3ad8aa41__natural__partial_match,external_v1_spark_plug_07_0a5a3ad8aa41,external_audit/images/spark_plug/external_v1_1_spark_plug_07.jpg,spark_plug,ignition_and_fuel,ignition_coil,ignition_and_fuel,I need an ignition coil pack.,natural,PARTIAL_MATCH,external_audit_v1
external_v1_spark_plug_08_6e9a09ceb862__clean__match,external_v1_spark_plug_08_6e9a09ceb862,external_audit/images/spark_plug/external_v1_1_spark_plug_08.jpg,spark_plug,ignition_and_fuel,spark_plug,ignition_and_fuel,This automotive part is a spark plug.,clean,MATCH,external_audit_v1
external_v1_spark_plug_08_6e9a09ceb862__clean__mismatch,external_v1_spark_plug_08_6e9a09ceb862,external_audit/images/spark_plug/external_v1_1_spark_plug_08.jpg,spark_plug,ignition_and_fuel,alternator,electrical_starting_charging,This automotive part is an alternator.,clean,MISMATCH,external_audit_v1
external_v1_spark_plug_08_6e9a09ceb862__clean__partial_match,external_v1_spark_plug_08_6e9a09ceb862,external_audit/images/spark_plug/external_v1_1_spark_plug_08.jpg,spark_plug,ignition_and_fuel,ignition_coil,ignition_and_fuel,This automotive part is an ignition coil.,clean,PARTIAL_MATCH,external_audit_v1
external_v1_spark_plug_08_6e9a09ceb862__natural__match,external_v1_spark_plug_08_6e9a09ceb862,external_audit/images/spark_plug/external_v1_1_spark_plug_08.jpg,spark_plug,ignition_and_fuel,spark_plug,ignition_and_fuel,I need spark plugs for the engine.,natural,MATCH,external_audit_v1
external_v1_spark_plug_08_6e9a09ceb862__natural__mismatch,external_v1_spark_plug_08_6e9a09ceb862,external_audit/images/spark_plug/external_v1_1_spark_plug_08.jpg,spark_plug,ignition_and_fuel,alternator,electrical_starting_charging,I need an alternator for the charging system.,natural,MISMATCH,external_audit_v1
external_v1_spark_plug_08_6e9a09ceb862__natural__partial_match,external_v1_spark_plug_08_6e9a09ceb862,external_audit/images/spark_plug/external_v1_1_spark_plug_08.jpg,spark_plug,ignition_and_fuel,ignition_coil,ignition_and_fuel,I need an ignition coil pack.,natural,PARTIAL_MATCH,external_audit_v1
external_v1_spark_plug_09_b7458f7e3ed4__clean__match,external_v1_spark_plug_09_b7458f7e3ed4,external_audit/images/spark_plug/external_v1_1_spark_plug_09.jpg,spark_plug,ignition_and_fuel,spark_plug,ignition_and_fuel,This automotive part is a spark plug.,clean,MATCH,external_audit_v1
external_v1_spark_plug_09_b7458f7e3ed4__clean__mismatch,external_v1_spark_plug_09_b7458f7e3ed4,external_audit/images/spark_plug/external_v1_1_spark_plug_09.jpg,spark_plug,ignition_and_fuel,alternator,electrical_starting_charging,This automotive part is an alternator.,clean,MISMATCH,external_audit_v1
external_v1_spark_plug_09_b7458f7e3ed4__clean__partial_match,external_v1_spark_plug_09_b7458f7e3ed4,external_audit/images/spark_plug/external_v1_1_spark_plug_09.jpg,spark_plug,ignition_and_fuel,ignition_coil,ignition_and_fuel,This automotive part is an ignition coil.,clean,PARTIAL_MATCH,external_audit_v1
external_v1_spark_plug_09_b7458f7e3ed4__natural__match,external_v1_spark_plug_09_b7458f7e3ed4,external_audit/images/spark_plug/external_v1_1_spark_plug_09.jpg,spark_plug,ignition_and_fuel,spark_plug,ignition_and_fuel,I need spark plugs for the engine.,natural,MATCH,external_audit_v1
external_v1_spark_plug_09_b7458f7e3ed4__natural__mismatch,external_v1_spark_plug_09_b7458f7e3ed4,external_audit/images/spark_plug/external_v1_1_spark_plug_09.jpg,spark_plug,ignition_and_fuel,alternator,electrical_starting_charging,I need an alternator for the charging system.,natural,MISMATCH,external_audit_v1
external_v1_spark_plug_09_b7458f7e3ed4__natural__partial_match,external_v1_spark_plug_09_b7458f7e3ed4,external_audit/images/spark_plug/external_v1_1_spark_plug_09.jpg,spark_plug,ignition_and_fuel,ignition_coil,ignition_and_fuel,I need an ignition coil pack.,natural,PARTIAL_MATCH,external_audit_v1
external_v1_spark_plug_10_34217f5022c9__clean__match,external_v1_spark_plug_10_34217f5022c9,external_audit/images/spark_plug/external_v1_1_spark_plug_10.jpg,spark_plug,ignition_and_fuel,spark_plug,ignition_and_fuel,This automotive part is a spark plug.,clean,MATCH,external_audit_v1
external_v1_spark_plug_10_34217f5022c9__clean__mismatch,external_v1_spark_plug_10_34217f5022c9,external_audit/images/spark_plug/external_v1_1_spark_plug_10.jpg,spark_plug,ignition_and_fuel,alternator,electrical_starting_charging,This automotive part is an alternator.,clean,MISMATCH,external_audit_v1
external_v1_spark_plug_10_34217f5022c9__clean__partial_match,external_v1_spark_plug_10_34217f5022c9,external_audit/images/spark_plug/external_v1_1_spark_plug_10.jpg,spark_plug,ignition_and_fuel,ignition_coil,ignition_and_fuel,This automotive part is an ignition coil.,clean,PARTIAL_MATCH,external_audit_v1
external_v1_spark_plug_10_34217f5022c9__natural__match,external_v1_spark_plug_10_34217f5022c9,external_audit/images/spark_plug/external_v1_1_spark_plug_10.jpg,spark_plug,ignition_and_fuel,spark_plug,ignition_and_fuel,I need spark plugs for the engine.,natural,MATCH,external_audit_v1
external_v1_spark_plug_10_34217f5022c9__natural__mismatch,external_v1_spark_plug_10_34217f5022c9,external_audit/images/spark_plug/external_v1_1_spark_plug_10.jpg,spark_plug,ignition_and_fuel,alternator,electrical_starting_charging,I need an alternator for the charging system.,natural,MISMATCH,external_audit_v1
external_v1_spark_plug_10_34217f5022c9__natural__partial_match,external_v1_spark_plug_10_34217f5022c9,external_audit/images/spark_plug/external_v1_1_spark_plug_10.jpg,spark_plug,ignition_and_fuel,ignition_coil,ignition_and_fuel,I need an ignition coil pack.,natural,PARTIAL_MATCH,external_audit_v1
external_v1_starter_01_37ba0bc63d94__clean__match,external_v1_starter_01_37ba0bc63d94,external_audit/images/starter/external_v1_1_starter_01.jpg,starter,electrical_starting_charging,starter,electrical_starting_charging,This automotive part is a starter.,clean,MATCH,external_audit_v1
external_v1_starter_01_37ba0bc63d94__clean__mismatch,external_v1_starter_01_37ba0bc63d94,external_audit/images/starter/external_v1_1_starter_01.jpg,starter,electrical_starting_charging,taillight,lighting,This automotive part is a taillight.,clean,MISMATCH,external_audit_v1
external_v1_starter_01_37ba0bc63d94__clean__partial_match,external_v1_starter_01_37ba0bc63d94,external_audit/images/starter/external_v1_1_starter_01.jpg,starter,electrical_starting_charging,alternator,electrical_starting_charging,This automotive part is an alternator.,clean,PARTIAL_MATCH,external_audit_v1
external_v1_starter_01_37ba0bc63d94__natural__match,external_v1_starter_01_37ba0bc63d94,external_audit/images/starter/external_v1_1_starter_01.jpg,starter,electrical_starting_charging,starter,electrical_starting_charging,I need a starter motor for the car.,natural,MATCH,external_audit_v1
external_v1_starter_01_37ba0bc63d94__natural__mismatch,external_v1_starter_01_37ba0bc63d94,external_audit/images/starter/external_v1_1_starter_01.jpg,starter,electrical_starting_charging,taillight,lighting,I need a rear tail lamp.,natural,MISMATCH,external_audit_v1
external_v1_starter_01_37ba0bc63d94__natural__partial_match,external_v1_starter_01_37ba0bc63d94,external_audit/images/starter/external_v1_1_starter_01.jpg,starter,electrical_starting_charging,alternator,electrical_starting_charging,I need an alternator for the charging system.,natural,PARTIAL_MATCH,external_audit_v1
external_v1_starter_02_420e0674b6e0__clean__match,external_v1_starter_02_420e0674b6e0,external_audit/images/starter/external_v1_1_starter_02.jpg,starter,electrical_starting_charging,starter,electrical_starting_charging,This automotive part is a starter.,clean,MATCH,external_audit_v1
external_v1_starter_02_420e0674b6e0__clean__mismatch,external_v1_starter_02_420e0674b6e0,external_audit/images/starter/external_v1_1_starter_02.jpg,starter,electrical_starting_charging,taillight,lighting,This automotive part is a taillight.,clean,MISMATCH,external_audit_v1
external_v1_starter_02_420e0674b6e0__clean__partial_match,external_v1_starter_02_420e0674b6e0,external_audit/images/starter/external_v1_1_starter_02.jpg,starter,electrical_starting_charging,alternator,electrical_starting_charging,This automotive part is an alternator.,clean,PARTIAL_MATCH,external_audit_v1
external_v1_starter_02_420e0674b6e0__natural__match,external_v1_starter_02_420e0674b6e0,external_audit/images/starter/external_v1_1_starter_02.jpg,starter,electrical_starting_charging,starter,electrical_starting_charging,I need a starter motor for the car.,natural,MATCH,external_audit_v1
external_v1_starter_02_420e0674b6e0__natural__mismatch,external_v1_starter_02_420e0674b6e0,external_audit/images/starter/external_v1_1_starter_02.jpg,starter,electrical_starting_charging,taillight,lighting,I need a rear tail lamp.,natural,MISMATCH,external_audit_v1
external_v1_starter_02_420e0674b6e0__natural__partial_match,external_v1_starter_02_420e0674b6e0,external_audit/images/starter/external_v1_1_starter_02.jpg,starter,electrical_starting_charging,alternator,electrical_starting_charging,I need an alternator for the charging system.,natural,PARTIAL_MATCH,external_audit_v1
external_v1_starter_03_166e9df9ce62__clean__match,external_v1_starter_03_166e9df9ce62,external_audit/images/starter/external_v1_1_starter_03.jpg,starter,electrical_starting_charging,starter,electrical_starting_charging,This automotive part is a starter.,clean,MATCH,external_audit_v1
external_v1_starter_03_166e9df9ce62__clean__mismatch,external_v1_starter_03_166e9df9ce62,external_audit/images/starter/external_v1_1_starter_03.jpg,starter,electrical_starting_charging,taillight,lighting,This automotive part is a taillight.,clean,MISMATCH,external_audit_v1
external_v1_starter_03_166e9df9ce62__clean__partial_match,external_v1_starter_03_166e9df9ce62,external_audit/images/starter/external_v1_1_starter_03.jpg,starter,electrical_starting_charging,alternator,electrical_starting_charging,This automotive part is an alternator.,clean,PARTIAL_MATCH,external_audit_v1
external_v1_starter_03_166e9df9ce62__natural__match,external_v1_starter_03_166e9df9ce62,external_audit/images/starter/external_v1_1_starter_03.jpg,starter,electrical_starting_charging,starter,electrical_starting_charging,I need a starter motor for the car.,natural,MATCH,external_audit_v1
external_v1_starter_03_166e9df9ce62__natural__mismatch,external_v1_starter_03_166e9df9ce62,external_audit/images/starter/external_v1_1_starter_03.jpg,starter,electrical_starting_charging,taillight,lighting,I need a rear tail lamp.,natural,MISMATCH,external_audit_v1
external_v1_starter_03_166e9df9ce62__natural__partial_match,external_v1_starter_03_166e9df9ce62,external_audit/images/starter/external_v1_1_starter_03.jpg,starter,electrical_starting_charging,alternator,electrical_starting_charging,I need an alternator for the charging system.,natural,PARTIAL_MATCH,external_audit_v1
external_v1_starter_04_70d635ebba29__clean__match,external_v1_starter_04_70d635ebba29,external_audit/images/starter/external_v1_1_starter_04.jpg,starter,electrical_starting_charging,starter,electrical_starting_charging,This automotive part is a starter.,clean,MATCH,external_audit_v1
external_v1_starter_04_70d635ebba29__clean__mismatch,external_v1_starter_04_70d635ebba29,external_audit/images/starter/external_v1_1_starter_04.jpg,starter,electrical_starting_charging,taillight,lighting,This automotive part is a taillight.,clean,MISMATCH,external_audit_v1
external_v1_starter_04_70d635ebba29__clean__partial_match,external_v1_starter_04_70d635ebba29,external_audit/images/starter/external_v1_1_starter_04.jpg,starter,electrical_starting_charging,alternator,electrical_starting_charging,This automotive part is an alternator.,clean,PARTIAL_MATCH,external_audit_v1
external_v1_starter_04_70d635ebba29__natural__match,external_v1_starter_04_70d635ebba29,external_audit/images/starter/external_v1_1_starter_04.jpg,starter,electrical_starting_charging,starter,electrical_starting_charging,I need a starter motor for the car.,natural,MATCH,external_audit_v1
external_v1_starter_04_70d635ebba29__natural__mismatch,external_v1_starter_04_70d635ebba29,external_audit/images/starter/external_v1_1_starter_04.jpg,starter,electrical_starting_charging,taillight,lighting,I need a rear tail lamp.,natural,MISMATCH,external_audit_v1
external_v1_starter_04_70d635ebba29__natural__partial_match,external_v1_starter_04_70d635ebba29,external_audit/images/starter/external_v1_1_starter_04.jpg,starter,electrical_starting_charging,alternator,electrical_starting_charging,I need an alternator for the charging system.,natural,PARTIAL_MATCH,external_audit_v1
external_v1_starter_05_8cf8078c8811__clean__match,external_v1_starter_05_8cf8078c8811,external_audit/images/starter/external_v1_1_starter_05.jpg,starter,electrical_starting_charging,starter,electrical_starting_charging,This automotive part is a starter.,clean,MATCH,external_audit_v1
external_v1_starter_05_8cf8078c8811__clean__mismatch,external_v1_starter_05_8cf8078c8811,external_audit/images/starter/external_v1_1_starter_05.jpg,starter,electrical_starting_charging,taillight,lighting,This automotive part is a taillight.,clean,MISMATCH,external_audit_v1
external_v1_starter_05_8cf8078c8811__clean__partial_match,external_v1_starter_05_8cf8078c8811,external_audit/images/starter/external_v1_1_starter_05.jpg,starter,electrical_starting_charging,alternator,electrical_starting_charging,This automotive part is an alternator.,clean,PARTIAL_MATCH,external_audit_v1
external_v1_starter_05_8cf8078c8811__natural__match,external_v1_starter_05_8cf8078c8811,external_audit/images/starter/external_v1_1_starter_05.jpg,starter,electrical_starting_charging,starter,electrical_starting_charging,I need a starter motor for the car.,natural,MATCH,external_audit_v1
external_v1_starter_05_8cf8078c8811__natural__mismatch,external_v1_starter_05_8cf8078c8811,external_audit/images/starter/external_v1_1_starter_05.jpg,starter,electrical_starting_charging,taillight,lighting,I need a rear tail lamp.,natural,MISMATCH,external_audit_v1
external_v1_starter_05_8cf8078c8811__natural__partial_match,external_v1_starter_05_8cf8078c8811,external_audit/images/starter/external_v1_1_starter_05.jpg,starter,electrical_starting_charging,alternator,electrical_starting_charging,I need an alternator for the charging system.,natural,PARTIAL_MATCH,external_audit_v1
external_v1_starter_06_191f0cde3fd4__clean__match,external_v1_starter_06_191f0cde3fd4,external_audit/images/starter/external_v1_1_starter_06.jpg,starter,electrical_starting_charging,starter,electrical_starting_charging,This automotive part is a starter.,clean,MATCH,external_audit_v1
external_v1_starter_06_191f0cde3fd4__clean__mismatch,external_v1_starter_06_191f0cde3fd4,external_audit/images/starter/external_v1_1_starter_06.jpg,starter,electrical_starting_charging,taillight,lighting,This automotive part is a taillight.,clean,MISMATCH,external_audit_v1
external_v1_starter_06_191f0cde3fd4__clean__partial_match,external_v1_starter_06_191f0cde3fd4,external_audit/images/starter/external_v1_1_starter_06.jpg,starter,electrical_starting_charging,alternator,electrical_starting_charging,This automotive part is an alternator.,clean,PARTIAL_MATCH,external_audit_v1
external_v1_starter_06_191f0cde3fd4__natural__match,external_v1_starter_06_191f0cde3fd4,external_audit/images/starter/external_v1_1_starter_06.jpg,starter,electrical_starting_charging,starter,electrical_starting_charging,I need a starter motor for the car.,natural,MATCH,external_audit_v1
external_v1_starter_06_191f0cde3fd4__natural__mismatch,external_v1_starter_06_191f0cde3fd4,external_audit/images/starter/external_v1_1_starter_06.jpg,starter,electrical_starting_charging,taillight,lighting,I need a rear tail lamp.,natural,MISMATCH,external_audit_v1
external_v1_starter_06_191f0cde3fd4__natural__partial_match,external_v1_starter_06_191f0cde3fd4,external_audit/images/starter/external_v1_1_starter_06.jpg,starter,electrical_starting_charging,alternator,electrical_starting_charging,I need an alternator for the charging system.,natural,PARTIAL_MATCH,external_audit_v1
external_v1_starter_07_3b5d382c0056__clean__match,external_v1_starter_07_3b5d382c0056,external_audit/images/starter/external_v1_1_starter_07.jpg,starter,electrical_starting_charging,starter,electrical_starting_charging,This automotive part is a starter.,clean,MATCH,external_audit_v1
external_v1_starter_07_3b5d382c0056__clean__mismatch,external_v1_starter_07_3b5d382c0056,external_audit/images/starter/external_v1_1_starter_07.jpg,starter,electrical_starting_charging,taillight,lighting,This automotive part is a taillight.,clean,MISMATCH,external_audit_v1
external_v1_starter_07_3b5d382c0056__clean__partial_match,external_v1_starter_07_3b5d382c0056,external_audit/images/starter/external_v1_1_starter_07.jpg,starter,electrical_starting_charging,alternator,electrical_starting_charging,This automotive part is an alternator.,clean,PARTIAL_MATCH,external_audit_v1
external_v1_starter_07_3b5d382c0056__natural__match,external_v1_starter_07_3b5d382c0056,external_audit/images/starter/external_v1_1_starter_07.jpg,starter,electrical_starting_charging,starter,electrical_starting_charging,I need a starter motor for the car.,natural,MATCH,external_audit_v1
external_v1_starter_07_3b5d382c0056__natural__mismatch,external_v1_starter_07_3b5d382c0056,external_audit/images/starter/external_v1_1_starter_07.jpg,starter,electrical_starting_charging,taillight,lighting,I need a rear tail lamp.,natural,MISMATCH,external_audit_v1
external_v1_starter_07_3b5d382c0056__natural__partial_match,external_v1_starter_07_3b5d382c0056,external_audit/images/starter/external_v1_1_starter_07.jpg,starter,electrical_starting_charging,alternator,electrical_starting_charging,I need an alternator for the charging system.,natural,PARTIAL_MATCH,external_audit_v1
external_v1_starter_08_cc4f6b8291ba__clean__match,external_v1_starter_08_cc4f6b8291ba,external_audit/images/starter/external_v1_1_starter_08.jpg,starter,electrical_starting_charging,starter,electrical_starting_charging,This automotive part is a starter.,clean,MATCH,external_audit_v1
external_v1_starter_08_cc4f6b8291ba__clean__mismatch,external_v1_starter_08_cc4f6b8291ba,external_audit/images/starter/external_v1_1_starter_08.jpg,starter,electrical_starting_charging,taillight,lighting,This automotive part is a taillight.,clean,MISMATCH,external_audit_v1
external_v1_starter_08_cc4f6b8291ba__clean__partial_match,external_v1_starter_08_cc4f6b8291ba,external_audit/images/starter/external_v1_1_starter_08.jpg,starter,electrical_starting_charging,alternator,electrical_starting_charging,This automotive part is an alternator.,clean,PARTIAL_MATCH,external_audit_v1
external_v1_starter_08_cc4f6b8291ba__natural__match,external_v1_starter_08_cc4f6b8291ba,external_audit/images/starter/external_v1_1_starter_08.jpg,starter,electrical_starting_charging,starter,electrical_starting_charging,I need a starter motor for the car.,natural,MATCH,external_audit_v1
external_v1_starter_08_cc4f6b8291ba__natural__mismatch,external_v1_starter_08_cc4f6b8291ba,external_audit/images/starter/external_v1_1_starter_08.jpg,starter,electrical_starting_charging,taillight,lighting,I need a rear tail lamp.,natural,MISMATCH,external_audit_v1
external_v1_starter_08_cc4f6b8291ba__natural__partial_match,external_v1_starter_08_cc4f6b8291ba,external_audit/images/starter/external_v1_1_starter_08.jpg,starter,electrical_starting_charging,alternator,electrical_starting_charging,I need an alternator for the charging system.,natural,PARTIAL_MATCH,external_audit_v1
external_v1_starter_09_2cc13a963276__clean__match,external_v1_starter_09_2cc13a963276,external_audit/images/starter/external_v1_1_starter_09.jpg,starter,electrical_starting_charging,starter,electrical_starting_charging,This automotive part is a starter.,clean,MATCH,external_audit_v1
external_v1_starter_09_2cc13a963276__clean__mismatch,external_v1_starter_09_2cc13a963276,external_audit/images/starter/external_v1_1_starter_09.jpg,starter,electrical_starting_charging,taillight,lighting,This automotive part is a taillight.,clean,MISMATCH,external_audit_v1
external_v1_starter_09_2cc13a963276__clean__partial_match,external_v1_starter_09_2cc13a963276,external_audit/images/starter/external_v1_1_starter_09.jpg,starter,electrical_starting_charging,alternator,electrical_starting_charging,This automotive part is an alternator.,clean,PARTIAL_MATCH,external_audit_v1
external_v1_starter_09_2cc13a963276__natural__match,external_v1_starter_09_2cc13a963276,external_audit/images/starter/external_v1_1_starter_09.jpg,starter,electrical_starting_charging,starter,electrical_starting_charging,I need a starter motor for the car.,natural,MATCH,external_audit_v1
external_v1_starter_09_2cc13a963276__natural__mismatch,external_v1_starter_09_2cc13a963276,external_audit/images/starter/external_v1_1_starter_09.jpg,starter,electrical_starting_charging,taillight,lighting,I need a rear tail lamp.,natural,MISMATCH,external_audit_v1
external_v1_starter_09_2cc13a963276__natural__partial_match,external_v1_starter_09_2cc13a963276,external_audit/images/starter/external_v1_1_starter_09.jpg,starter,electrical_starting_charging,alternator,electrical_starting_charging,I need an alternator for the charging system.,natural,PARTIAL_MATCH,external_audit_v1
external_v1_starter_10_f9fe47f4cb87__clean__match,external_v1_starter_10_f9fe47f4cb87,external_audit/images/starter/external_v1_1_starter_10.jpg,starter,electrical_starting_charging,starter,electrical_starting_charging,This automotive part is a starter.,clean,MATCH,external_audit_v1
external_v1_starter_10_f9fe47f4cb87__clean__mismatch,external_v1_starter_10_f9fe47f4cb87,external_audit/images/starter/external_v1_1_starter_10.jpg,starter,electrical_starting_charging,taillight,lighting,This automotive part is a taillight.,clean,MISMATCH,external_audit_v1
external_v1_starter_10_f9fe47f4cb87__clean__partial_match,external_v1_starter_10_f9fe47f4cb87,external_audit/images/starter/external_v1_1_starter_10.jpg,starter,electrical_starting_charging,alternator,electrical_starting_charging,This automotive part is an alternator.,clean,PARTIAL_MATCH,external_audit_v1
external_v1_starter_10_f9fe47f4cb87__natural__match,external_v1_starter_10_f9fe47f4cb87,external_audit/images/starter/external_v1_1_starter_10.jpg,starter,electrical_starting_charging,starter,electrical_starting_charging,I need a starter motor for the car.,natural,MATCH,external_audit_v1
external_v1_starter_10_f9fe47f4cb87__natural__mismatch,external_v1_starter_10_f9fe47f4cb87,external_audit/images/starter/external_v1_1_starter_10.jpg,starter,electrical_starting_charging,taillight,lighting,I need a rear tail lamp.,natural,MISMATCH,external_audit_v1
external_v1_starter_10_f9fe47f4cb87__natural__partial_match,external_v1_starter_10_f9fe47f4cb87,external_audit/images/starter/external_v1_1_starter_10.jpg,starter,electrical_starting_charging,alternator,electrical_starting_charging,I need an alternator for the charging system.,natural,PARTIAL_MATCH,external_audit_v1
external_v1_taillight_01_4f0e094abaa7__clean__match,external_v1_taillight_01_4f0e094abaa7,external_audit/images/taillight/external_v1_1_taillight_01.jpg,taillight,lighting,taillight,lighting,This automotive part is a taillight.,clean,MATCH,external_audit_v1
external_v1_taillight_01_4f0e094abaa7__clean__mismatch,external_v1_taillight_01_4f0e094abaa7,external_audit/images/taillight/external_v1_1_taillight_01.jpg,taillight,lighting,ignition_coil,ignition_and_fuel,This automotive part is an ignition coil.,clean,MISMATCH,external_audit_v1
external_v1_taillight_01_4f0e094abaa7__clean__partial_match,external_v1_taillight_01_4f0e094abaa7,external_audit/images/taillight/external_v1_1_taillight_01.jpg,taillight,lighting,headlight,lighting,This automotive part is a headlight.,clean,PARTIAL_MATCH,external_audit_v1
external_v1_taillight_01_4f0e094abaa7__natural__match,external_v1_taillight_01_4f0e094abaa7,external_audit/images/taillight/external_v1_1_taillight_01.jpg,taillight,lighting,taillight,lighting,I need a rear tail lamp.,natural,MATCH,external_audit_v1
external_v1_taillight_01_4f0e094abaa7__natural__mismatch,external_v1_taillight_01_4f0e094abaa7,external_audit/images/taillight/external_v1_1_taillight_01.jpg,taillight,lighting,ignition_coil,ignition_and_fuel,I need an ignition coil pack.,natural,MISMATCH,external_audit_v1
external_v1_taillight_01_4f0e094abaa7__natural__partial_match,external_v1_taillight_01_4f0e094abaa7,external_audit/images/taillight/external_v1_1_taillight_01.jpg,taillight,lighting,headlight,lighting,I need a front headlamp.,natural,PARTIAL_MATCH,external_audit_v1
